comment,cleaned_comment
"suka kesel gw kadang konten softporn gitu lewat di IG padahal ""sensitive content"" udah di ubah ke ""less"" sama kalo ada yg lewat pasti gw ""not interested"". padahal kan ada website khusus buat konten begituan, kenapa mereka ga upload di situ coba?",suka kesel kadang konten softporn gitu lewat padahal sensitive content udah ubah less sama kalo lewat pasti not interested padahal kan website khusus buat konten begitu kenapa mereka upload situ coba
agreed bro,agreed bro
"skrg banyak org yg gk paham agama.
yg cwo lupa kewajibannya sebagai suami..
dan yg cwe lupa kewajibannya sebagai istri..",skrg banyak org paham agama cwo lupa wajib bagai suami dan cwe lupa wajib bagai istri
Hari ini banyak senukkkk dan penggemar nyenukk😅,ini banyak senukk dan gemar nyenukk
keren bang konten edukasi kek kita ini malah jarang rame malah yang sampah dan negatif banyak peminantnya,keren bang konten edukasi kek kita ini malah jarang rame malah yang sampah dan negatif banyak peminantnya
"inget guys, malu bagian dari iman klo yg muslim",inget guys malu bagi dari iman klo muslim
maka nya di platform konten sexual berbayar viewnya/followersnya tidak sebanyak yg spt platform gratis,maka nya platform konten sexual bayar viewnyafollowersnya tidak banyak spt platform gratis
"Bro kok di blur, jadi gak tau nama nama akunnya kan",kok blur jadi gak tau nama nama akun kan
"Semua ini harus dimulai dari orang tua, cara yg paling efektif & akurat dimulai dari bimbingan / ajaran ortu ke anaknya sedari dini 🙏🏻🙏🏻🙏🏻",ini harus mulai dari orang tua cara paling efektif akurat mulai dari bimbing ajar ortu anak dar dini
"Miris, di tambah berita tentang hal cab*l makin marak",tambah berita tentang hal cabl makin marak
"Semoga Allah membalas kebaikan anda atas konten ini, selain menyadarkan para wanita untuk punya rasa malu., karna rasa malu seorang wanita itu adalah nilai tertinggi baginya., tanpa rasa malu wanita ngga punya harga sdikitpun",balas baik anda atas konten ini selain sadar para wanita untuk punya rasa malu karna rasa malu orang wanita itu adalah nilai tinggi bagi tanpa rasa malu wanita ngga punya harga sdikitpun
"senjata ampuh syaitan ini..kita harus kuat uninstalll senjatanya ini..agar berkurang serangan mereka keatas kita
#jihadlawannafsu",senjata ampuh syaitan inikita harus kuat uninstall senjata iniagar kurang serang mereka atas kita jihadlawannafsu
"karirnya udah gajelas di dunia apalagi akhirat, tanggungan nya banyak itu dua. tapi Allah Itu punya Rahman, Rahim, Ghaffur, Tawwab. iya akan mengampuni hambanya jika ingin bertaubat dan menerimanya selagi tidak ada yang menerimnaya di dunia. karena hanya ia satu satunya yang tahu apa yang kita lalui. semoga mereka mereka ini sadar akan bodohnya kelakuan mereka dan kembali tempat yang benar adanya.",karirnya udah gajelas dunia apalagi akhirat tanggung nya banyak itu dua tapi punya iya akan ampun hamba jika ingin taubat dan terima selagi tidak yang menerimnaya dunia karena hanya satu satu yang tahu apa yang kita lalu moga mereka mereka ini sadar akan bodoh laku mereka dan kembali tempat yang benar ada
"Bener cuy, cewek"" yg bikin konten seksual ini lebih baik direport aja daripada merugikan konten kreator lain yg niatnya ingin membangun edukasi dan meningkatkan literasi.",cuy cewek bikin konten seksual ini lebih baik direport aja daripada rugi konten kreator lain niat ingin bangun edukasi dan tingkat literasi
Heran Chanel edukasi sepi followers 😢,edukasi sepi followers
Terimakasih idokasi nya bang,idokasi nya bang
Konten lu bagus bro.,bagus bro
"bang, seriusan kamu bisa mengumpulkan bahan2 sebegitu banyaknya buat konten💀💀",bang serius kamu bisa kumpul bahan begitu banyak buat konten
"keren lu bang, baru nonton langsung subs ",keren bang baru nonton langsung subs
Kemarin heboh guru Gorontalo berhubungan dengan muridnya yg SMP itu hanya puncak gunung es masih banyak lagi serendah itu moral manusia semenjijikan itukah manusia terutama Indonesia,heboh guru hubung dengan murid smp itu hanya puncak gunung masih banyak lagi serendah itu moral manusia jijik itu manusia utama
"Menurutku, sadar ato ngga para pelaku konten erotis selain menurunkan harga dirinya bisa juga diartikan (maaf) mereka punya jiwa yang tidak beda jauh dari PSK di luar sana.
PSK tulen menjual tubuhnya, sedangkan yg di medsos ini jual lekuk tubuhnya, kesamaan dari keduanya: mau dapat duit instan, mudah dgn usaha minimal & jadi terkenal tapi mereka ngga sadar barangsiapa sengaja membuat orang lain jatuh dalam dosa maka mereka juga berdosa lebih banyak",sadar ato ngga para laku konten erotis selain turun harga diri bisa juga arti maaf mereka punya jiwa yang tidak beda jauh dari psk luar sana psk tulen jual tubuh sedang medsos ini jual lekuk tubuh sama dari dua mau dapat duit instan mudah dgn usaha minimal jadi kenal tapi mereka ngga sadar barangsiapa sengaja buat orang lain jatuh dalam dosa maka mereka juga dosa lebih banyak
nice video mas.... 👍,nice video mas
kereeen oom konten nya sukses teruus,kereen oom konten nya sukses teruus
"Btw ini menurut gw ya bang, sebagai penonton baru lu. Bagian scene ""Penutup"" di hilangin aja, kayak ganggu gitu. Untuk bagian awalnya keren, karena munculin nama lo. 

~Adios",ini turut bang bagai tonton baru scene hilangin aja kayak ganggu gitu bagi awal keren karena munculin nama
"terimakasih bro atas video lu, inshallah akan lepas dari kecanduan pmo
dan bagi semua yang nonton semangat keluar dari kecanduan pmo maupun dalam masa pemulihan.",terimakasih bro atas video inshallah akan lepas dari candu pmo dan bagi semua yang nonton semangat keluar dari candu pmo maupun dalam masa pulih
Konten yg mengaktifkan dopamine adalah yg paling laku,aktif dopamine adalah paling laku
Lo keren. Gw subrek,keren subrek
"Gila konten kamu luar biasa bang, lanjutkan bang gua subrek",konten kamu luar biasa bang lanjut bang gua subrek
Makasih bang udah mencerahkan setidak nya dengan ada nya konten ini sebagai pengingat kita dalam menikmati konten2 yg berfaedah,bang udah cerah tidak nya dengan nya konten ini bagai ingat kita dalam nikmat konten faedah
judulnya bagus anyway,judul bagus anyway
"Suaranya mirip dengan cahnnel ""Dari Suara"" apakah satu orang?",mirip dengan cahnnel apakah satu orang
"iya emang target pasar nya emang orang orang yg gapunya duit tapi bukan berarti ga cuan,justru malah cuan nya gede dengan modal nahan malu dan merendahkan harga diri orang orang miskin yg gapunya duit itu bakal ngelakuin apapun untuk mendapat/melihat konten cc tsb seperti gabung subscription ig beli produk foto nfsw di trakteer dan ujung nya sudah pasti prostitusi.",iya emang target pasar nya emang orang orang gapunya duit tapi bukan arti cuanjustru malah cuan nya gede dengan modal nahan malu dan rendah harga diri orang orang miskin gapunya duit itu bakal ngelakuin apa untuk mendapatmelihat konten tsb seperti gabung subscription beli produk foto nfsw trakteer dan ujung nya sudah pasti prostitusi
"percuma bikin konten edukasi begini bro. gue liat komen2 dibawah pada gak setuju sm yg lo sampein. intinya mereka bilang.. ""ya gapapa ini konsumsi umum, masalah buat lo"". gue tau video joget2 gini sama kyk nonton video bokep, dan punya efek yg sama kyk PMO. kasus pelecehan seksual juga triggernya karna tontonan joget2 begini. tapi yah.. seperti yg gue bilang diatas SDM rendah di asia tenggara udah susah dibilangin😂",percuma bikin konten edukasi begini bro gue liat komen bawah pada gak tuju sampein inti mereka bilang gapapa ini konsumsi umum masalah buat gue tau video joget gin sama kyk nonton video bokep dan punya efek sama kyk pmo kasus leceh seksual juga triggernya karna tonton joget begini tapi yah seperti gue bilang atas sdm rendah asia tenggara udah susah dibilangin
"dari 2016 sy brhenti main instagram sbab di tahun itu bnyk skali konten prno..di fb juga bnyk tp sy msih bisa memfilter dngn menonton video² hewan nnti otomatis akan mncul rekomendasi video yg serupa..di awal tahun 2010 sy sngt terpengaruh dngn euforia fb kala itu yg msih jd app gratis bagi pengguna nokia.. kuliah jd tdk focus gara² baru kenal yg namanya social media..nmun itu Kmudian menurun scara perlahan..sy jd brfikir, lalu bagaimana anak² muda skrg ini mnghadapi kerasnya euforia sosmed saat ini, yg dilengkapi fitur² canggih? aplikasi sosmed saat ini bnar² berevolusi sejauh mungkin..aplikasi sjenis itu dulunya sngat bersahabat nmun skrng bnar² bisa merusak otak se²orang..anak² jman skrng benar² di uji oleh perdaban teknlogi..di usia muda itu sngat gmpang untk terpengaruh..jd hati²lah dlm mnggunakan sosmed, khususnya bagi yg msih pemula..",dari brhenti main instagram sbab tahun itu bnyk skali konten prnodi juga bnyk msih bisa filter dngn tonton video hewan nnti otomatis akan mncul rekomendasi video serupadi awal tahun sngt pengaruh dngn euforia kala itu msih app gratis bagi guna nokia kuliah tdk focus gara baru kenal nama social medianmun itu turun scara perlahansy brfikir lalu bagaimana anak muda skrg ini mnghadapi keras euforia sosmed saat ini lengkap fitur canggih aplikasi sosmed saat ini bnar evolusi jauh mungkinaplikasi sjenis itu dulunya sngat sahabat nmun skrng bnar bisa rusak otak seoranganak jman skrng benar uji oleh dab teknlogidi usia muda itu sngat gmpang untk terpengaruhjd hati dlm mnggunakan sosmed khusus bagi msih mula
"Dampak pandemi dan algoritma tiktok, sebelum pandemi ga separah skrg",pandemi dan algoritma tiktok belum pandemi parah skrg
"SDM rendah mo gimana lagi bro, orang indo aneh mabuk agama tapi konten2 judi dan sensual malah lebih terkenal",sdm rendah gimana lagi bro orang indo aneh mabuk agama tapi konten judi dan sensual malah lebih kenal
"Loh ini juga yg punya konten ""dari suara"" ?",ini juga punya konten dari suara
Let's him cook bro 🔥,him cook bro
skrg sering bgt lewat fyp merry scary 😂 ..,skrg sering bgt lewat fyp merry scary
KEREN BANGET,keren banget
konten cwe tiktok yang berbau seksual lebih rendah dari onlyfans. Karena mereka sadar muka mereka jelek makanya jual toket.,konten cwe tiktok yang bau seksual lebih rendah dari onlyfans mereka sadar muka mereka jelek makanya jual toket
"Bikin aturan baru aja, Yg bikin konten sexual divonis Hukum mati 😎",atur baru aja bikin konten sexual vonis mati
"Keren juga ni channel, g sengaja nemu nih",juga channel sengaja nemu nih
"Alasan ga donglod tik tok:
Kalo yt lebih ke yg sering di tonton😂
Kalo tik tok ga tau gw",donglod tik tok lebih sering tonton tik tok tau
Bahkan para nya ada beberapa konten seksual yg lolos dan ga diban oleh tiktok😢,para nya beberapa konten seksual lolos dan ban oleh tiktok
"Konten mesum gak mungkin bisa ilang bro, tau kan bisnis pelacuran itu bisnis tertua dlm sejarah manusia 😂
_supply and demand_",mesum gak mungkin bisa ilang bro tau kan bisnis lacur itu bisnis tua dlm sejarah manusia supply and demand
"Istilah orang-orang begini adalah: kaya di dunia, miskin di akhirat",orangorang begini adalah kaya dunia miskin akhirat
Baru pertama kali nemu kontenmu bang 👍🏻🔥,pertama kali nemu konten bang
"mungkin konten yang bersifat motifasi maupun edukasi itu buat orang yang mungkin ingin berkembang dan menambah wawasan baru dan tentunya otak harus memahami dulu, sedangkan konten pornografi sebaliknya.",mungkin konten yang sifat motifasi maupun edukasi itu buat orang yang mungkin ingin kembang dan tambah wawas baru dan tentu otak harus paham dulu sedang konten pornografi balik
"Gw more or less setuju ama semuanya kecuali yg diakhir.

07:23
'Kecanduan Video P0rn0 menyebabkan 4 anak remaja...'


Ini gw kurang setuju. Menurut American Psychological Association, mereka masih belum menyatakan bahwa P0rn addiction itu bener2 addiction.

Tentu bukan berarti org tidak bisa kecanduan p0rn. Dan definisi addiction bisa saja berubah. Tetapi salah satu alasan kenapa masih belum dianggap addiction itu karna P0rn addiction tidak bekerja seperti alcohol atau drug addiction.

Tetapi bukan itu point gw.

Yg gw pengen kasi tw, korelasi dari p0rnography dan rape itu aneh nya tidak ada. Dan kayak korelasi di violent video games ke violent crimes, ini mostly questionable aja.

Gw gk tw ini dalam, jdi mungkin ada hal2 yg gw salah. Gw harap abang bisa coba research ini lebih dalam lgi, siapa tw ada hal2 yg menarik.",more less tuju ama semua kecuali akhir prn sebab anak remaja kurang tuju mereka masih belum nyata bahwa prn addiction itu bener addiction bukan arti org tidak bisa candu prn definisi addiction bisa saja ubah salah satu alas kenapa masih belum anggap addiction itu karna prn addiction tidak kerja seperti alcohol atau drug addiction bukan itu point ken kasi korelasi dari prnography dan rape itu aneh nya tidak kayak korelasi violent video games violent crimes ini mostly questionable aja ini dalam jdi mungkin hal salah harap abang bisa coba research ini lebih dalam lgi siapa hal tarik
konten favorit fufufafa,konten favorit fufufafa
betul bang,betul bang
Info link Pasya 🗿⭐,link
"yang salah bukan yang jualan , yang salah itu yang beli , tapi yang beli tidak pernah di sorot karena pembeli adalah yang benar ... waw ...",yang salah bukan yang jual yang salah itu yang beli tapi yang beli tidak pernah sorot karena beli adalah yang benar waw
"gw kalo nemu short yg berbau seksual, atau gajelas karna bermodalkan penampilan. disitu gua tekankan di diri gua, kalo harga diri gua tinggi dan gak mau diperbudak sama hal begituan.

masalahnya tanggung amat

*open vpn",kalo nemu short bau seksual atau gajelas karna modal tampil situ gua tekan diri gua kalo harga diri gua tinggi dan gak mau budak sama hal begitu masalah tanggung amat open vpn
Bro membanjiri fakta🔥🔥🔥🔥,banjir fakta
"Terkait isu ini ada dua pihak yang bersalah. Ingat bahwa kita harus berpikiran luas, jangan hanya pihak pembuat konten yg disalahkan (yg dimana ini umumnya cewe), tapi pengonsumsi konten"" tsb juga patut diberi edukasi (umumnya cowo). Saya sampe ngingetin begini karena keseringan budaya sosial di indonesia kalau ada isu begini selalu wanita yg disalahkan. Misalnya kasus hamil muda, pasti si cewe yg namanya lebih tercoreng walau kedua pihak juga salah",isu ini dua pihak yang salah bahwa kita harus pikir luas jangan hanya pihak buat konten salah mana ini umum cewe tapi konsumsi konten tsb juga patut beri edukasi umum cowo sampe ngingetin begini karena sering budaya sosial indonesia kalau isu begini selalu wanita salah kasus hamil muda pasti cewe nama lebih coreng walau dua pihak juga salah
"Salut saya sama lu bre.. 👍... Memang ia, dan juga sekarang jadi banyak generasi muda yang menjadi generasi tulang lunak...",saya sama bre dan juga sekarang jadi banyak generasi muda yang jadi generasi tulang lunak
"MANTAP BANG,KONTENYA👍.
TAPI SEMUA TERGANTUNG KESADARAN PRIBADI MASING""KLO G BISA BERPIKIR JERNIH DAN RASIONAL,SUNGGU BISA MERUSAK GENERASI.(SUNGGUH MIRISSS)",mantap bangkontenya tapi semua gantung sadar pribadi masingklo bisa pikir jernih dan rasionalsunggu bisa rusak generasisungguh miriss
Wanita Racun Dunia karena dia butakan semuaaaa,karena dia buta semuaa
"Ini salah satu alasan mengapa sdm indonesia sangat rendah karena ketidakmampuannya dan kemiskinan warga indonesia yang membuat mereka tidak memiliki hal lain untuk dilakukan karena ketidakmampuan tersebut untuk melakukan hal yg lebih bermanfaat ketimbang menonton konten murahan begini, miris 😢",salah satu alas mengapa sdm indonesia sangat rendah karena ketidakmampuannya dan miskin warga indonesia yang buat mereka tidak milik hal lain untuk laku karena ketidakmampuan sebut untuk laku hal lebih manfaat ketimbang tonton konten murah begini miris
Bro pembahasan konten lu pake script apa ngomong tanpa script,bahas konten pake script apa ngomong tanpa script
